*ItemID,*ItemName,*Price,*CategoryName,AvailabilitySchedule,*AvailableStatus,Description,Photo1,Photo2,Photo3,Photo4,OptionGroup1,OptionGroup2,OptionGroup3,OptionGroup4,OptionGroup5,StoreID
THITE2024040707283813818,ชาเขียวมะลิ,27,ชา,All opening hours,AVAILABLE,"ชาเขียวมะลิ, หอมอ่อนโยน, เติมความสุขให้วันของคุณ!",https://food-cms.grab.com/item/THITE2024040707283813818/photos/menueditor_item_4e541bf89eae43309415ff37d8179546_1772892833741278846.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025022802341811174,กาแฟสด อเมริกาโน่ (Americano) เย็น 16 ออนซ์,41,* กาแฟสดเข้มข้น,All opening hours,AVAILABLE,เข้มข้น สดชื่น กับกาแฟเอสเปรสโซ่ผสมน้ำเย็นและน้ำแข็ง ให้รสชาติขมกลมกล่อม ดื่มง่าย เหมาะสำหรับคนที่ต้องการความสดชื่นแบบไม่มีนมและน้ำตาล,https://food-cms.grab.com/item/THITE2025022802341811174/photos/menueditor_item_e71179960ab74a0081c4cfccbbd78668_1748826206138036941.jpg,,,,ขนาด ปริมาณ แก้วกาแฟ##1-1##แก้วมาตรฐาน:0#แก้วใหญ่ 22oz เข้ม +1 ช๊อต ซีลแน่น:18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,3-C6J1BCNXTYKTLX
THITE2024040707231404048,ไมโล (เย็น/ปั่น),34,"นม (เย็น, ปั่น)",All opening hours,AVAILABLE,"ไมโลสำหรับคนรักช็อกโกแลต, เพิ่มพลัง, จัดส่งเร็ว!",https://food-cms.grab.com/item/THITE2024040707231404048/photos/menueditor_item_99baec707d2a43e998c7bf99c1aa6d07_1772948849144776959.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025052911092659849,น้ำเต้าหู้นมสด (เย็น/ปั่น),34,"เบาเบากับน้ำเต้าหู้ (เย็น, ปั่น)",All opening hours,AVAILABLE,น้ำเต้าหู้เนื้อนุ่ม รสละมุนกว่าปกติ เหมาะกับวันที่อยากได้อะไรเบา ๆ แต่ยังหอม มันนิด ๆ,https://food-cms.grab.com/item/THITE2025052911092659849/photos/menueditor_item_31f067d924504308b2f8f2b22cf01592_1748516928199555365.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2024040707312107590,ชาแอปเปิ้ล,27,ชา,All opening hours,AVAILABLE,"ชาแอปเปิ้ลหวานหอม, เติมความสุขให้วันของคุณ, สั่งเลย!",https://food-cms.grab.com/item/THITE2024040707312107590/photos/menueditor_item_1e6bf01a270b48eb85b6ae99e00ed959_1772890891384605022.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2024040707240308720,โอวัลติน (เย็น/ปั่น),34,"นม (เย็น, ปั่น)",All opening hours,AVAILABLE,"โอวัลตินคลาสสิก, หวานมัน ชาร์จพลังกายและใจ, สั่งได้เลย!",https://food-cms.grab.com/item/THITE2024040707240308720/photos/menueditor_item_6d49a3f8faa748e0ad011c4ad26902ff_1772948612833036497.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025041912131389395,มัทฉะบราวน์ชูการ์ไข่มุก (Matcha Brown Sugar Boba),64,มัทฉะแท้,All opening hours,AVAILABLE,ความลงตัวของชาเขียวมัทฉะเข้มข้นกับความหอมหวานของซอสบราวน์ชูการ์ เสิร์ฟพร้อมไข่มุกหนึบหนับ เคี้ยวเพลิน นมสดหอมมันตัดรสได้พอดี เพิ่มความสดชื่นในทุกแก้ว,https://food-cms.grab.com/item/THITE2025041912131389395/photos/menueditor_item_c5bcc7feb7854c81bfde679234a47e90_1747106619014416321.jpeg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:11#เพิ่มช็อตมัทฉะ 2 กรัม:20,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,3-C6J1BCNXTYKTLX
THITE2024041801473341445,ชาผลไม้รวม,56,ชาผลไม้,All opening hours,AVAILABLE,"ชาผสมผลไม้หลากหลาย, สดชื่นหลากสี, จัดส่งไว!",https://food-cms.grab.com/item/THITE2024041801473341445/photos/menueditor_item_6c5070441f0d48fd97db9bf59aa5bd34_1727746893499106906.jpeg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,,3-C6J1BCNXTYKTLX
THITE2025030213003197830,กาแฟสด คาราเมลมัคคิอาโต้ร้อน (Caramel Macchiato) ร้อน,50,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,คาราเมลมัคคิอาโต้ร้อน – กาแฟเอสเปรสโซ่เข้มข้น ผสานกับนมสตีมเนียนนุ่ม และราดด้วยซอสคาราเมลหอมหวาน ให้รสชาติที่นุ่มละมุน หวานมัน กลมกล่อม เหมาะสำหรับคนที่ชื่นชอบกาแฟรสเข้มแต่ยังคงความหวานหอมของคาราเมล,https://food-cms.grab.com/item/THITE2025030213003197830/photos/menueditor_item_44b4295eea0e4591aa0835e994abcf88_1740920414344838049.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2024040706423059338,ลาเต้ (เย็น/ปั่น),41,"กาแฟ (เย็น, ปั่น)",All opening hours,AVAILABLE,"ลาเต้เนียนนุ่มหอมมัน, กาแฟพร้อมนม, ส่งไวถึงมือ!",https://food-cms.grab.com/item/THITE2024040706423059338/photos/menueditor_item_8574c120858b438a807b7029c12b9c6c_1772946978516188461.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025070301214813758,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,70,ผลไม้ปั่น & สมูทตี้,All opening hours,AVAILABLE,,https://food-cms.grab.com/item/THITE2025070301214813758/photos/menueditor_item_0930326cf10b4cc59f9ff03219ece7a3_1772787164341172335.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025030203155620292,กาแฟสด Long Black (ลองแบล็ค) เย็น 16 ออนซ์,41,* กาแฟสดเข้มข้น,All opening hours,AVAILABLE,ลองแบล็คเย็น – กาแฟดำรสเข้มข้นจากเอสเปรสโซ่ ผสมน้ำเย็นและเสิร์ฟพร้อมน้ำแข็ง ให้รสชาติเข้มแต่กลมกล่อม พร้อมกลิ่นหอมของกาแฟที่ชัดเจน เหมาะสำหรับคอกาแฟที่ต้องการความสดชื่นและพลังงานในทุกวัน,https://food-cms.grab.com/item/THITE2025030203155620292/photos/menueditor_item_a032ee811e94422eaefdc3f1bd2291f3_1740885275620115322.jpg,,,,ขนาด ปริมาณ แก้วกาแฟ##1-1##แก้วมาตรฐาน:0#แก้วใหญ่ 22oz เข้ม +1 ช๊อต ซีลแน่น:18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,3-C6J1BCNXTYKTLX
THITE2025031615093192911,0% แคล ชาฟรุตพันช์,27,0% แคล ชาเพื่อสุขภาพ,All opening hours,AVAILABLE,,https://food-cms.grab.com/item/THITE2025031615093192911/photos/menueditor_item_c5dae964cc864f2db7986d2e067560df_1742137742153230987.jpg,,,,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2024040707252340725,โกโก้สตรอว์เบอร์รี (เย็น/ปั่น),49,"Signature Drinks (เย็น, ปั่น)",All opening hours,AVAILABLE,"โกโก้เข้มข้นผสมสตรอว์เบอร์รี, หวานอมเปรี้ยว, สั่งจัดส่ง!",https://food-cms.grab.com/item/THITE2024040707252340725/photos/menueditor_item_a1813d9ba2e0486abe0cbd41ba2142e4_1772864263356437980.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025030914322512524,กาแฟสด โอเลี้ยงเฮเซลนัท เย็น 16 ออนซ์,41,* กาแฟสดเข้มข้น,All opening hours,AVAILABLE,โอเลี้ยงเฮเซลนัทเย็น – กาแฟดำสไตล์ไทย หอมเข้มข้น ผสานกลิ่นหอมละมุนของเฮเซลนัท ให้รสชาติกลมกล่อม ดื่มง่าย สดชื่น พร้อมสัมผัสความหอมหวานที่ลงตัว,https://food-cms.grab.com/item/THITE2025030914322512524/photos/menueditor_item_8c531ec4d8b042349b1f8f231a8baeb9_1741530718170106458.jpg,,,,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,3-C6J1BCNXTYKTLX
THITE2025031216180413409,ช็อกโกแลตมิลค์ร้อน,36,* กาแฟสด อื่นๆ ร้อน,All opening hours,AVAILABLE,ช็อกโกแลตมิลค์ร้อน – นมสดอุ่นผสานกับช็อกโกแลตเข้มข้น หอมละมุน รสชาตินุ่มนวล กลมกล่อม อุ่นกำลังดี ดื่มแล้วให้ความรู้สึกผ่อนคลายและสดชื่นในทุกแก้ว,https://food-cms.grab.com/item/THITE2025031216180413409/photos/menueditor_item_ba4ca462398846148ac9b49fa3279381_1741796256397589771.jpeg,,,,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,,,,3-C6J1BCNXTYKTLX
THITE2024040707172854825,นมสดมิ้นต์ (เย็น/ปั่น),49,"นม (เย็น, ปั่น)",All opening hours,AVAILABLE,"นมสดมิ้นต์ซ่าหวาน, เติมความสดชื่น, ส่งทันใจ!",https://food-cms.grab.com/item/THITE2024040707172854825/photos/menueditor_item_c76a6702f94d40369bfae22fcf96f266_1772961116397356218.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025031615252960163,0% แคล โซดาน้ำผึ้ง,27,0% แคล โซดาซ่าเพื่อสุขภาพ,All opening hours,AVAILABLE,กลิ่นหอมนุ่มละมุนของน้ำผึ้งแท้ ผสานความซ่าของโซดา สดชื่นแบบไม่มีน้ำตาลและแคลอรี่ เหมาะสำหรับทุกโอกาส,https://food-cms.grab.com/item/THITE2025031615252960163/photos/menueditor_item_fee6196757f946d183db99bc181abedd_1742138616471843580.jpg,,,,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2024040707263973803,นมสดไข่มุกบราวน์ชูการ์ (เย็น/ปั่น),63,"นม (เย็น, ปั่น)",All opening hours,AVAILABLE,"นมสดไข่มุกหวานหอม, ราดบราวน์ชูการ์, ส่งตรงถึงบ้าน!",https://food-cms.grab.com/item/THITE2024040707263973803/photos/menueditor_item_a17dc320a41544f2a1e8727f958c275d_1772948441275958595.jpg,,,,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):18,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,,3-C6J1BCNXTYKTLX
THITE2025030701462873604,กาแฟสด กาแฟโบราณ เย็น 16 ออนซ์,41,* กาแฟสดเข้มข้น,All opening hours,AVAILABLE,กาแฟโบราณเย็น – กาแฟเข้มข้นสไตล์ดั้งเดิม หอมกรุ่น กลมกล่อม ผสมนมและน้ำตาลในสัดส่วนที่พอดี ให้รสชาติหวานมัน นุ่มนวล ดื่มแล้วสดชื่น คลาสสิกทุกแก้ว,https://food-cms.grab.com/item/THITE2025030701462873604/photos/menueditor_item_cd9d65e7858c41bf94bfeb63fe3a7bdc_1741311965855703902.jpeg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ:14,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,3-C6J1BCNXTYKTLX
THITE2025041914214231373,ครีมซีส,29,ท๊อปปิ้ง,All opening hours,AVAILABLE,ท็อปปิ้งเนื้อครีมข้น รสเค็มมันละมุน ตัดรสกับชาและโกโก้ได้ลงตัว เพิ่มความกลมกล่อมแบบพรีเมียมให้ทุกแก้ว,https://food-cms.grab.com/item/THITE2025041914214231373/photos/menueditor_item_de6e49603f5747e1a81c8472671d056d_1745072451475482556.jpg,,,,,,,,,3-C6J1BCNXTYKTLX
THITE2025031313372896735,0% แคล ชาองุ่น,27,0% แคล ชาเพื่อสุขภาพ,All opening hours,AVAILABLE,สัมผัสความหอมหวานขององุ่นแท้ๆ ผสมกับชาเขียวมะลิที่ให้รสชาติละมุน กลมกล่อมอย่างลงตัว ปรุงรสด้วยหญ้าหวานแทนน้ำตาล ไม่มีแคลอรี่ สดชื่น เบาสบาย ดื่มได้ทุกวัน,https://food-cms.grab.com/item/THITE2025031313372896735/photos/menueditor_item_5cf3d023b20d471585cd457ed2068a66_1741873017838931054.jpg,,,,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:11,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,,,3-C6J1BCNXTYKTLX
THITE2025070506164520452,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,77,ผลไม้ปั่น & สมูทตี้,All opening hours,AVAILABLE,สมูทตี้มะม่วงผสมโยเกิร์ต เนื้อเนียน ข้น มีชั้นโยเกิร์ตเพิ่มความละมุน รสหวานหอม สดชื่น ดื่มแล้วอร่อย ฟินจนหยุดไม่อยู่!,https://food-cms.grab.com/item/THITE2025070506164520452/photos/menueditor_item_f7e7268f122d431ea4f5979e08175b1a_1772787642849406273.jpg,,,,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:8#ไข่มุก:8#วุ้นกบไต้หวัน:9#เฉาก๊วยหนึบเนื้อแน่น:15#บุกน้ำตาล:15#บุกน้ำผึ้ง:15#บุกบราวน์ชูก้า:15#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์ชูก้า:23#ช็อคขูด:26#ชีส:37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2026061907370104061,วาฟเฟิลเบลเยียม โฮมเมด,19,เบเกอรี่ & ไอศครีม,All opening hours,AVAILABLE,หอมเนยนมแท้ อุ่นร้อนก่อนส่ง กรอบนอกนุ่มใน ขนาด 60 กรัม,https://food-cms.grab.com/item/THITE2026061907370104061/photos/menueditor_item_ce16a04720cf4035beeb1e9a842c3cfb_1781854594206699177.jpg,,,,ท็อปปิ้งขนมปัง##1-9##ไม่เพิ่ม (ต้นตำรับ):0#โรยน้ำตาล:0#ราดนมฉ่ำ ๆ:11#โรยผงโกโก้ + ซอสช็อกโกแลต:11#ราดคาราเมล ฉ่ำๆ:11#ราดน้ำผึ้ง:11#แยมสตรอว์เบอร์รี่:11#แยมส้ม:11#แยมบลูเบอร์รี่:11,โปรโมชั่น วาฟเฟิลเบลเยียมโฮมเมด ดั้งเดิม##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:18#ไม่เพิ่ม:0,,,,3-C6J1BCNXTYKTLX
