*ItemID,*ItemName,*Price,OptionGroup1,OptionGroup2,OptionGroup3,OptionGroup4,OptionGroup5,StoreID
THITE2025070301214813758,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,59,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025031615221452892,0% แคล โซดาลิ้นจี่,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025030814535696845,กาแฟสด เสาวรสเอสเปรสโซ่ เย็น 16 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2025031615083861257,0% แคล ชาแคนตาลูป,24,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025061205483737785,วุ้นกบไต้หวัน,8,,,,,,3-C6J1BCNXTYKTLX
THITE2025031015014747584,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,32,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,3-C6J1BCNXTYKTLX
THITE2024040706063632592,ชาเสาวรส,24,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2025111605543759976,ซอฟต์คุกกี้ โฮมเมด (เลือกได้),17,ซอฟต์คุกกี้ เลือกรสชาติ##1-1##ซอฟต์คุกกี้ - ดั่งเดิม:0#ซอฟต์คุกกี้ - โกโก้:0#ซอฟต์คุกกี้ - มัจฉะ:0,โปรโมชั่น Soft Cookie โฮมเมด##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้นแบบเดียวกัน:12#ไม่เพิ่ม:0,,,,3-C6J1BCNXTYKTLX
THITE2025031715441937496,0% แคล โซดาฟรุตพันช์,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2024040707260098745,โกโก้มิ้นต์ (เย็น/ปั่น),44,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040706435529563,โกปี๊อ้อ (โอเลี้ยง) (เย็น/ปั่น),24,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2024040707295087456,ชามะนาว,29,ช็อตมะนาว##1-1##ไม่เพิ่ม:0#เพิ่ม 1 ช็อต:5,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040706423059338,ลาเต้ (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025082707425593276,ปังมันม่วง อบสด โฮมเมด,20,โปรโมชั่น ปังมันม่วง##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:19#ไม่เพิ่ม:0,,,,,3-C6J1BCNXTYKTLX
THITE2024040717493302365,แอปเปิ้ลโซดา,22,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2024040706413750755,มอคค่า (เย็น/ปั่น),37,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025030915204210292,กาแฟสด มอคค่า ร้อน 12 ออนซ์,37,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,,3-C6J1BCNXTYKTLX
THITE2025041907163643607,มัทฉะลาเต้ (Matcha Latte),49,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:8#เพิ่มช็อตมัทฉะ 2 กรัม:15,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,3-C6J1BCNXTYKTLX
THITE2024040717465154956,บ๊วยโซดา,27,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2025031216222687111,กาแฟสด โกโก้มอคค่าร้อน,37,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,,,,3-C6J1BCNXTYKTLX
THITE2024040710404575752,ชานมกาแฟ (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024041805543052610,กาแฟโบราณ บราวน์ชูการ์ (เย็น/ปั่น),49,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025032907504195386,0% โคล่าโซดา,22,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
THITE2025022802363923759,กาแฟสด เอสเปรสโซ่ เย็น 16 ออนซ์,45,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,,3-C6J1BCNXTYKTLX
THITE2024040717425233219,เสาวรสโซดา,22,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,,3-C6J1BCNXTYKTLX
THITE2025072504393328576,ปังเนยกรอบอบไอน้ำ,20,โปรโมชั่น ปังเนยกรอบอบไอน้ำ##1-1##สุดคุ้ม เพิ่มอีก 1 ชิ้น แบบเดียวกัน:12#ไม่เพิ่ม:0,ท็อปปิ้งขนมปัง##1-9##ไม่เพิ่ม (ต้นตำรับ):0#โรยน้ำตาล:0#ราดนมฉ่ำ ๆ:0#โรยผงโกโก้ + ซอสช็อกโกแลต:3#ราดคาราเมล ฉ่ำๆ:3#ราดน้ำผึ้ง:3#แยมสตรอว์เบอร์รี่:3#แยมส้ม:3#แยมบลูเบอร์รี่:3,,,,3-C6J1BCNXTYKTLX
THITE2025030517315435977,กาแฟสด มอคค่า เย็น 16 ออนซ์,45,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025030701462873604,กาแฟสด กาแฟโบราณ เย็น 16 ออนซ์,37,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,กาแฟ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตกาแฟ 1 ช็อต:13#เพิ่มช็อตกาแฟ 2 ช็อต:19,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,,3-C6J1BCNXTYKTLX
THITE2024040707180976866,นมสดน้ำผึ้ง (เย็น/ปั่น),49,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040707231404048,ไมโล (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040707240308720,โอวัลติน (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025041914163553207,บุกน้ำผึ้ง,13,,,,,,3-C6J1BCNXTYKTLX
THITE2025051306225277163,มัทฉะมะพร้าว,55,ช็อตมัทฉะ##1-1##ไม่เพิ่ม:0#เพิ่มช็อตมัทฉะ 1 กรัม:8#เพิ่มช็อตมัทฉะ 2 กรัม:15,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2024040707225137437,โกโก้ (เย็น/ปั่น),29,ประเภท##1-1##เย็น:0#ปั่น (สูตรเข้ม):12,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,,3-C6J1BCNXTYKTLX
THITE2025031313372896735,0% แคล ชาองุ่น,24,แยกน้ำแข็ง##0-1##แยกน้ำแข็ง:3,ความหวาน##1-1##ไม่หวาน 0%:0#หวานน้อยมาก 25%:0#หวานน้อย 50%:0#หวานปกติ 100%:0#หวานมาก 125%:0#หวานมาก 150%:0#หวานมาก 200%:0,ท็อปปิ้ง##1-12##ไม่เพิ่ม:0#เจลลี่ผลไม้:5#ไข่มุก:5#วุ้นกบไต้หวัน:8#เฉาก๊วยหนึบเนื้อแน่น:12#บุกน้ำตาล:12#บุกน้ำผึ้ง:12#บุกบราวน์:12#อโลเวร่าในน้ำองุ่นขาว:23#ซอสบราวน์:19#ช็อคขูด:19#ชีส:25#วุ้นว่านหางจระเข้ หั่นลูกเต๋า:19,,,3-C6J1BCNXTYKTLX
