รหัสร้านค้า/สาขา,ชื่อร้านค้า,รหัสหมวดหมู่,ชื่อหมวดหมู่,รหัสเมนูอาหาร,ชื่อเมนูอาหาร,ราคา (฿),สถานะการแสดงเมนูที่หน้าร้านค้า,สถานะสต็อกสินค้า,สต็อก,สต็อกคงเหลือ,เติมจำนวนสต็อกอัตโนมัติทุกวัน,เติมสต็อกเป็นจำนวน,รายละเอียดเมนู,เวลาเปิดขายเมนู,วันที่ขาย,ช่วงเวลาที่ขาย,กลุ่มตัวเลือกเสริม,รูปภาพ,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2463265350189568""",กาแฟสด เอสเปรสโซ่ เย็น 16 ออนซ์,51,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เอสเปรสโซ่เย็น – สัมผัสรสชาติที่เข้มข้นถึงใจของกาแฟเอสเปรสโซ่แท้ เสิร์ฟพร้อมน้ำแข็ง ให้รสขมและหอมกลิ่นกาแฟที่ชัดเจน เหมาะสำหรับคอกาแฟที่ต้องการพลังงานและความสดชื่น,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7ras9-m6rp8dc0vm4509,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2466129961927680""",กาแฟสด ลองแบล็ค เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,ลองแบล็คเย็น – กาแฟดำรสเข้มข้นจากเอสเปรสโซ่ ผสมน้ำเย็นและเสิร์ฟพร้อมน้ำแข็ง ให้รสชาติเข้มแต่กลมกล่อม พร้อมกลิ่นหอมของกาแฟที่ชัดเจน เหมาะสำหรับคอกาแฟที่ต้องการความสดชื่นและพลังงานในทุกวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968#2631797327109120,https://mms.img.susercontent.com/th-11134505-7rase-m6ul3uafdeid28,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2471227068632064""",กาแฟสด เอสเปรสโซ่ไทยสไตล์ เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เอสเปรสโซ่ไทยสไตล์เย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมข้นหวานและนมสด ให้รสชาติหอมมัน กลมกล่อม หวานเข้มข้นตามสไตล์กาแฟไทยแท้ ดื่มแล้วสดชื่น ได้พลังงานเต็มที่ เหมาะสำหรับคนที่ชอบกาแฟรสหวานมันแบบไทย,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rask-m6zq6q63mozb70,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2473114179980288""",กาแฟสด โอเลี้ยง เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,โอเลี้ยงเย็น – กาแฟดำสไตล์ไทย หอมเข้ม กลมกล่อม เติมความสดชื่นด้วยรสหวานเล็กน้อยจากน้ำตาล ให้ความรู้สึกคลาสสิกและลงตัว ดื่มง่าย สดชื่นทุกเวลา,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025914426139136#2025913542009344#2489613938674688#2001824253843968#2631797327109120,https://mms.img.susercontent.com/th-11134505-7rash-m71mpxdbixuo1b,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2473119347035136""",กาแฟสด กาแฟโบราณ เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,กาแฟโบราณเย็น – กาแฟเข้มข้นสไตล์ดั้งเดิม หอมกรุ่น กลมกล่อม ผสมนมและน้ำตาลในสัดส่วนที่พอดี ให้รสชาติหวานมัน นุ่มนวล ดื่มแล้วสดชื่น คลาสสิกทุกแก้ว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025914426139136#2025913542009344#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rasb-m71mwjvqgcof01,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2476703913102336""",กาแฟสด โอเลี้ยงเฮเซลนัท เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,โอเลี้ยงเฮเซลนัทเย็น – กาแฟดำสไตล์ไทย หอมเข้มข้น ผสานกลิ่นหอมละมุนของเฮเซลนัท ให้รสชาติกลมกล่อม ดื่มง่าย สดชื่น พร้อมสัมผัสความหอมหวานที่ลงตัว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasm-m75907rpdewlae,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2463261068837888""",* กาแฟสดเข้มข้น,"=""2531306903050240""",กาแฟสด มอคค่า เย็น 16 ออนซ์,60,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,มอคค่าเย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสานกับความหอมหวานของช็อกโกแลต และนมสดเนียนนุ่ม ให้รสชาติที่กลมกล่อม หอมมัน เข้มข้น ดื่มง่าย เหมาะสำหรับคนที่ชอบกาแฟที่มีรสชาติของโกโก้และกาแฟรวมกันอย่างลงตัว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2489613938674688#2025913542009344#2001824253843968,https://mms.img.susercontent.com/th-11134505-7ras9-m8oay6csf7k982,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2463264255804416""",กาแฟสด ลาเต้ เย็น 16 ออนซ์,51,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,นุ่มละมุน หอมกลมกล่อม กับกาแฟเอสเปรสโซ่ที่เข้มข้น ผสานกับนมสดคุณภาพดี เพิ่มความหอมมัน ดื่มง่าย ไม่เข้มจนเกินไป เหมาะสำหรับคนที่ชอบกาแฟที่มีรสนุ่มและครีมมี่,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rasm-m6rp64589v3p24,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2463266156052992""",กาแฟสด คาปูชิโน่ เย็น 16 ออนซ์,51,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,คาปูชิโน่เย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมสดและฟองนมนุ่มละมุน เพิ่มความกลมกล่อม หอมมัน ดื่มง่าย ได้รสสัมผัสที่สมดุลระหว่างกาแฟและนม เหมาะสำหรับคนที่ชอบกาแฟที่มีรสชาติชัดเจนแต่ยังคงความนุ่มนวล,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rasi-m6rp903xidh104,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2466134036087296""",กาแฟสด แฟลตไวท์ เย็น 16 ออนซ์,51,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,แฟลตไวท์เย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมสดที่มีเนื้อสัมผัสเนียนนุ่ม แต่ใช้นมน้อยกว่าลาเต้ ให้รสชาติของกาแฟเด่นชัดขึ้น ในขณะที่ยังคงความละมุนของนม เหมาะสำหรับคอกาแฟที่ต้องการรสชาติกลมกล่อมแต่เข้มข้นกว่าลาเต้,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rase-m6ulbtzcdbef86,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2471217986505728""",กาแฟสด มอคค่า เย็น 16 ออนซ์,45,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,มอคค่าเย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสานกับความหอมหวานของช็อกโกแลต และนมสดเนียนนุ่ม ให้รสชาติที่กลมกล่อม หอมมัน เข้มข้น ดื่มง่าย เหมาะสำหรับคนที่ชอบกาแฟที่มีรสชาติของโกโก้และกาแฟรวมกันอย่างลงตัว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rasb-m6zpvfn8j1dh0c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2471222752218112""",กาแฟสด คาราเมลมัคคิอาโต้ เย็น 16 ออนซ์,55,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,คาราเมลมัคคิอาโต้เย็น – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมสดเย็นนุ่มละมุน และราดด้วยซอสคาราเมลหอมหวาน ให้รสชาติที่หอมมัน กลมกล่อม และมีเลเยอร์กาแฟที่ชัดเจน ดื่มง่าย สดชื่น เหมาะสำหรับคนที่ชอบความหอมหวานของคาราเมลผสานกับกาแฟ,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2025914426139136#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rasb-m6zpyk35zdth19,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2473112192256512""",ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,ช็อกโกแลตมิลค์เย็น – นมสดหอมมัน ผสมกับช็อกโกแลตเข้มข้น รสชาตินุ่มละมุน หวานกำลังดี ดื่มแล้วสดชื่น เหมาะสำหรับทุกช่วงเวลา,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025914426139136#2025913542009344#2489613938674688#2001824253843968,https://mms.img.susercontent.com/th-11134505-7rasf-m71mnecgoteo9c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2476707554249216""",กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,ช็อกโกแลตเอสเปรสโซ่เย็น – เอสเปรสโซ่เข้มข้น ผสานความเข้มข้นของช็อกโกแลต ให้รสชาติหอมมัน กลมกล่อม ลงตัวระหว่างความขมของกาแฟและความหวานละมุนของช็อกโกแลต สดชื่นทุกแก้ว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasg-m7594tdl0xkned,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436545419776""",* กาแฟสดนมนุ่มละมุน,"=""2476714197240320""",กาแฟสด โอวัลตินช็อตกาแฟ เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,โอวัลตินช็อตกาแฟเย็น – เอสเปรสโซ่เข้มข้น ผสานกับโอวัลตินหอมมัน ให้รสชาติหวานละมุน กลมกล่อม ลงตัวระหว่างความเข้มของกาแฟและความนุ่มของโอวัลติน ดื่มง่าย สดชื่นทุกแก้ว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasf-m759c04mdhv94a,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436712962560""",* กาแฟสดฟิวชันสดชื่น,"=""2476793101568512""",กาแฟสด น้ำผึ้งมะนาว เย็น 16 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,กาแฟสดน้ำผึ้งมะนาวเย็น – เอสเปรสโซ่เข้มข้น ผสานกับความหอมหวานของน้ำผึ้ง และความสดชื่นจากมะนาว เปรี้ยวหวานลงตัว ดื่มแล้วสดชื่น กระปรี้กระเปร่า เหมาะสำหรับวันที่ต้องการความสดใส,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2489613938674688#2688610151785472,https://mms.img.susercontent.com/th-11134505-7rasm-m75c82wffdvbaa,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2477436712962560""",* กาแฟสดฟิวชันสดชื่น,"=""2478149939087872""",กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,34,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เอสเปรสโซ่เสาวรสโซดาเย็น – เอสเปรสโซ่เข้มข้น ผสานกับความเปรี้ยวหวานของเสาวรส เติมความซ่าจากโซดา ให้รสชาติสดชื่น มีความหอมเป็นเอกลักษณ์ ดื่มแล้วกระปรี้กระเปร่า สดใสทุกแก้ว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2001824253843968#2025913542009344#2025914426139136#2489613938674688,https://mms.img.susercontent.com/th-11134505-7ras8-m76phvil043955,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2466156880004096""",กาแฟสด อเมริกาโน่ (Americano) ร้อน 12 ออนซ์,34,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,อเมริกาโน่ร้อน – กาแฟดำรสเข้มข้นจากเอสเปรสโซ่ ผสมกับน้ำร้อน เพื่อให้ได้รสชาตินุ่มนวลขึ้นแต่ยังคงความเข้มข้นของกาแฟ เหมาะสำหรับคอกาแฟที่ต้องการความหอมอุ่น สดชื่น และพลังงานในทุกวัน,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7ras8-m6um63w5f01j4a,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2466162749407744""",กาแฟสด Espresso (เอสเปรสโซ่) ร้อน 12 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เอสเปรสโซ่ร้อน – กาแฟที่เข้มข้นที่สุด ด้วยการสกัดจากเมล็ดกาแฟแท้ ให้รสชาติขมเข้ม หอมลึก และมีครีม่านุ่มด้านบน เหมาะสำหรับคอกาแฟที่ต้องการพลังงานและความสดชื่นในช็อตเดียว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasd-m6umdno3pddj8a,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2466170085344256""",กาแฟสด ลาเต้ (Latte) ร้อน 12 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,ลาเต้ร้อน – กาแฟเอสเปรสโซ่เข้มข้น ผสานกับนมสตีมเนียนนุ่ม และฟองนมบางเบา ให้รสชาติหอมละมุน ดื่มง่าย กลมกล่อม เหมาะสำหรับคนที่ชอบกาแฟรสชาตินุ่มนวลและหอมมันของนม,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasj-m6umngfxgpf9d8,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2466182941787136""",กาแฟสด Cappuccino (คาปูชิโน่) ร้อน 12 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,คาปูชิโน่ร้อน – กาแฟเอสเปรสโซ่เข้มข้น ผสมกับนมสตีมเนียนนุ่ม และฟองนมหนานุ่ม ให้รสชาติกลมกล่อมลงตัว พร้อมสัมผัสของฟองนมที่นุ่มละมุน เหมาะสำหรับคอกาแฟที่ชื่นชอบความเข้มข้นของกาแฟและความละมุนของฟองนม,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7ras8-m6un46whu46t28,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2476745102904320""",กาแฟสด มอคค่า ร้อน 12 ออนซ์,42,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,มอคค่าร้อน – เอสเปรสโซ่เข้มข้น ผสานกับช็อกโกแลตหอมละมุน และนมสดเนียนนุ่ม ให้รสชาติกลมกล่อม ขมหวานลงตัว อุ่นใจในทุกแก้ว,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rask-m75ahos2cq7pdb,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2481063311002624""",นมร้อน 12 ออนซ์,26,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,นมร้อน – นมสดแท้ หอมมัน อุ่นกำลังดี เนื้อเนียนนุ่ม ให้ความรู้สึกละมุนและอบอุ่น ดื่มง่าย เหมาะสำหรับทุกวัยและทุกช่วงเวลา,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasj-m79n8nhpqo8g57,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2466144586613248""",* กาแฟสด อื่นๆ ร้อน,"=""2481065432648704""",กาแฟสด คาราเมลลาเต้ร้อน 12 ออนซ์,51,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,คาราเมลลาเต้ร้อน – เอสเปรสโซ่เข้มข้น ผสานกับนมสดอุ่นเนียนนุ่ม และคาราเมลหอมหวาน ให้รสชาติกลมกล่อม นุ่มละมุน อบอุ่นทุกสัมผัส เหมาะสำหรับการเริ่มต้นวันใหม่หรือช่วงเวลาผ่อนคลาย,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,2025913542009344#2489613938674688,https://mms.img.susercontent.com/th-11134505-7rasa-m79nbr0mjasj19,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534735346358272""",เจลลี่ผลไม้,7,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"ท็อปปิ้งเนื้อหนึบ หอมหวานธรรมชาติ เคี้ยวสนุก เพิ่มมิติให้ทุกเมนูเครื่องดื่ม โดยเฉพาะชาใสหรือโซดา
เหมาะสำหรับลูกค้าที่ชอบเนื้อสัมผัสและรสผลไม้อ่อน ๆ ในแก้วเดียว",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rasf-m8rreswjmy5c1c,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534736407303680""",ไข่มุก,7,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"ไข่มุก
เนื้อเหนียวนุ่ม เคี้ยวหนึบสไตล์ต้นตำรับ เพิ่มความกลมกล่อมให้ชานมและเครื่องดื่มทุกแก้ว",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rash-m8rrgjx3f5e164,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2579384402156544""",เฉาก๊วยหนึบเนื้อแน่น,13,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,เฉาก๊วยหนึบเนื้อแน่นเคี้ยวเพลิน หอมหนึบ เคี้ยวสนุกไม่เหมือนใคร,ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rasm-ma0s2xhbarmo5d,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534737451636736""",บุกบราวน์ชูการ์,13,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"บุกบราวน์ชูการ์
สัมผัสนุ่มเด้ง หอมหวานน้ำตาลทรายแดงแบบละมุนไม่เลี่ยน เพิ่มความพิเศษให้เครื่องดื่มโดยไม่เพิ่มน้ำตาลเกินจำเป็น",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rash-m8rrhqncw3f31f,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534738596206080""",บุกน้ำผึ้ง,13,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"บุกน้ำผึ้ง
เนื้อบุกนุ่มหนึบ กลิ่นหอมน้ำผึ้งธรรมชาติ ให้รสหวานกลมกล่อมแบบเบาๆ เพิ่มความละมุนให้ทุกเมนูโดยไม่หนักเกินไป",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rasm-m8rrj8urkg27c2,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534740326356480""",บุกน้ำตาล,13,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"บุกน้ำตาล
เนื้อบุกหนึบแน่น เคลือบน้ำตาลหอมหวานพอดี เคี้ยวสนุก เพิ่มความกลมกล่อมให้เครื่องดื่มแบบคลาสสิก",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rase-m8rrlewncikpab,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534742297892864""",ซอสบราวน์ชูการ์,21,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"ซอสบราวน์ชูการ์
ซอสน้ำตาลทรายแดงหอมเข้ม เคี่ยวจนได้รสหวานละมุนและกลิ่นไหม้นิดๆ สไตล์บราวน์ชูการ์ เพิ่มกลิ่นและรสให้แก้วดูพรีเมียมขึ้นทันที",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7rasi-m8rrnsknzfpr17,
"=""10212109""",TELL TEA (เทลที กรมหลวงประจักษ์),"=""2534734342952960""",ท็อปปิ้ง,"=""2534742989493760""",ครีมซีส,30,แสดงเมนู,พร้อมจำหน่าย,ไม่จำกัด,,,,"ครีมชีส
ท็อปปิ้งเนื้อครีมข้น รสเค็มมันละมุน ตัดรสกับชาและโกโก้ได้ลงตัว เพิ่มความกลมกล่อมแบบพรีเมียมให้ทุกแก้ว",ตลอดทั้งวัน,"=""วันจันทร์,วันอังคาร,วันพุธ,วันพฤหัสบดี,วันศุกร์,วันเสาร์,วันอาทิตย์""",00:00-23:59,,https://mms.img.susercontent.com/th-11134505-7ras8-m8rrq22uplxr8a,
