เมนู CODE,ชื่อเมนู,ชื่อกลุ่มตัวเลือก,ชื่อตัวเลือก,ส่วนผสม-1,การใช้-1,หน่วย-1
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสด ช็อกโกแลตเอสเปรสโซ่ เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสดโซดา เอสเปรสโซ่บ๊วย เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสดโซดา เอสเปรสโซ่มะม่วง เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสดโซดา เอสเปรสโซ่เสาวรส เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสดโซดา เอสเปรสโซ่ลิ้นจี่ เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,กาแฟสดโซดา เอสเปรสโซ่บลูฮาวาย เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,หวานมาก 125%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,หวานมาก 150%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,หวานมาก 200%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ช็อตกาแฟ,ไม่เพิ่ม,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 1 ช็อต,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ช็อตกาแฟ,เพิ่มช็อตกาแฟ 2 ช็อต,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,ชีส,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,ช็อกโกแลตมิลค์ เย็น 16 ออนซ์,แยกน้ำแข็ง,แยกน้ำแข็ง,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 125%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 150%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 200%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ชีส,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,(สมูทตี้) ส้ม แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 125%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 150%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 200%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ชีส,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,เจลลี่ผลไม้,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,วุ้นกบไต้หวัน,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,วุ้นว่านหางจระเข้ หั่นลูกเต๋า,,,
,(สมูทตี้) มะม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,เฉาก๊วยหนึบเนื้อแน่น,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,ไม่หวาน  0%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานปกติ 100%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 125%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 150%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานมาก 200%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานน้อยมาก 25%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ความหวาน,หวานน้อย 50%,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ชีส,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ไข่มุก,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ช็อคขูด,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ไม่เพิ่ม,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,ซอสบราวน์,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกน้ำตาล,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกบราวน์,,,
,(สมูทตี้) มันม่วง แก้วใหญ่ 22 ออนซ์,ท้อปปิ้ง,บุกน้ำผึ้ง,,,
